date, pm25, pm10, o3, no2, co
2022/10/8, 78, 25, 32, 3, 
2022/10/9, 61, 21, 29, 7, 
2022/10/10, 42, 36, 25, 10, 
2022/10/11, 70, 34, 33, 8, 
2022/10/12, 57, 37, 30, 9, 
2022/10/13, 63, 47, 32, 8, 
2022/10/14, 93, 47, 35, 7, 
2022/10/15, 97, 37, 34, 3, 
2022/10/16, 89, 45, 28, 8, 
2022/10/17, 82, 55, 30, 9, 
2022/10/18, 114, 57, 28, 9, 
2022/10/19, 119, 43, 25, 10, 
2022/10/20, 87, 28, 12, 11, 
2022/10/21, 57, 27, 19, 7, 
2022/10/22, 57, 20, 19, 6, 
2022/10/23, 53, 29, 15, 10, 
2022/10/24, 55, 20, 24, 7, 
2022/10/25, 46, 35, 20, 9, 
2022/10/26, 59, 41, 19, 13, 
2022/10/27, 72, 52, 21, 14, 
2022/10/28, 93, 44, 24, 12, 
2022/10/29, 80, 39, 24, 11, 
2022/10/30, 76, 45, 16, , 
2022/10/31, 78, 42, 12, , 
2022/11/1, 85, 31, 7, , 
2022/11/2, 76, 44, 8, 11, 
2022/11/3, 99, 12, 26, 12, 
2022/11/4, 30, 16, 15, 17, 
2022/11/5, 53, 24, 14, 17, 
2022/11/6, 70, 33, 11, 21, 
2022/11/7, 85, 40, 8, 18, 
2022/11/8, 95, 49, 8, 15, 
2022/11/9, 122, 50, 3, 13, 
2022/11/10, 114, 36, 4, 16, 
2022/11/11, 78, 38, 4, 13, 
2022/11/12, 82, 20, 20, 7, 
2022/11/13, 57, 20, 13, 11, 
2022/11/14, 63, 24, 3, 12, 
2022/11/15, 68, 10, 7, 8, 
2022/11/16, 42, 17, 9, 9, 
2022/11/17, 61, 31, 10, 14, 
2022/11/18, 82, 23, 6, 11, 
2022/11/19, 63, 28, 10, 10, 
2022/11/20, 76, 34, 9, 11, 
2022/11/21, 93, 7, 24, 6, 
2022/11/23, 63, 33, 6, 19, 
2022/11/24, 89, 41, 7, 14, 
2022/11/25, 102, 50, 3, 14, 
2022/11/26, 117, 30, 13, 12, 
2022/11/27, 80, 30, 5, 13, 
2022/11/28, 80, 22, 13, 12, 
2022/11/29, 68, 20, 13, 13, 
2022/11/30, 65, 37, 3, 13, 
2022/12/1, 95, 10, 7, 9, 
2022/12/2, 42, 9, 12, 6, 
2022/12/3, 38, 10, 13, 7, 
2022/12/4, 38, 13, 8, 10, 
2022/12/5, 42, 18, 6, 19, 
2022/12/6, 55, 25, 3, 19, 
2022/12/7, 63, 31, 3, 17, 
2022/12/8, 78, 20, 12, 19, 
2022/12/9, 61, 24, 9, 11, 
2022/12/10, 78, 11, 16, 9, 
2022/12/11, 46, 17, 11, 10, 
2022/12/12, 46, 26, 8, 13, 
2022/12/13, 76, 31, 7, 17, 
2022/12/14, 85, 29, 7, 20, 
2022/12/15, 87, 19, 7, 19, 
2022/12/16, 65, 31, 3, 15, 
2022/12/17, 87, 22, 9, 11, 
2022/12/18, 63, 41, 5, 11, 
2022/12/19, 87, 50, 3, 14, 
2022/12/20, 122, 43, 3, 16, 
2022/12/21, 114, 35, 4, 13, 
2022/12/22, 97, 39, 4, 13, 
2022/12/23, 107, 56, 3, 15, 
2022/12/24, 144, 40, 5, 11, 
2022/12/25, 99, 42, 4, 11, 
2022/12/26, 107, 41, 3, 12, 
2022/12/27, 95, 45, 3, 11, 
2022/12/28, 104, 42, 3, 13, 
2022/12/29, 85, 41, 6, 15, 
2022/12/30, 99, 45, 4, 12, 
2022/12/31, 112, 44, 4, 9, 
2023/1/1, 112, 23, 10, 5, 
2022/7/1, 53, 30, 63, 11, 
2022/7/2, 57, 30, 63, 14, 
2022/7/3, 57, 30, 70, 9, 
2022/7/4, 57, 19, 55, 11, 
2022/7/5, 34, 14, 50, 15, 
2022/7/6, 30, 20, 53, 11, 
2022/7/7, 42, 10, 41, 9, 
2022/7/8, 17, 10, 38, 11, 
2022/7/9, 25, 11, 45, 9, 
2022/7/10, 30, 12, 43, 6, 
2022/7/11, 30, 11, 41, 5, 
2022/7/12, 21, 12, 45, 6, 
2022/7/13, 30, 16, 57, 10, 
2022/7/14, 34, 24, 81, 13, 
2022/7/15, 53, 17, 61, 7, 
2022/7/16, 46, 18, 54, 6, 
2022/7/17, 50, 20, 57, 8, 
2022/7/18, 50, 20, 58, 12, 
2022/7/19, 42, 20, 69, 17, 
2022/7/20, 42, 18, 51, 7, 
2022/7/21, 42, 24, 58, 7, 
2022/7/22, 59, 34, 75, 11, 
2022/7/23, 65, 19, 68, 9, 
2022/7/24, 53, 28, 64, 8, 
2022/7/25, 57, , 61, 5, 
2022/7/27, 25, 18, 52, 12, 
2022/7/28, 46, 18, 52, 9, 
2022/7/29, 34, 12, 49, 6, 
2022/7/30, 34, 13, 50, 7, 
2022/7/31, 38, 20, 66, 9, 
2022/8/1, 50, 14, 53, 15, 
2022/8/2, 34, 20, 48, 11, 
2022/8/3, 38, 19, 55, 8, 
2022/8/4, 34, 20, 72, 9, 
2022/8/5, 42, 23, 68, 8, 
2022/8/6, 50, 10, , , 
2022/8/7, 25, 18, , , 
2022/8/8, 46, 18, 47, 7, 
2022/8/9, 34, 18, 47, 8, 
2022/8/10, 42, 19, 48, 6, 
2022/8/11, 42, 13, 42, 6, 
2022/8/12, 30, 10, 45, 5, 
2022/8/13, 17, 8, 49, 8, 
2022/8/14, 25, 15, 55, 6, 
2022/8/15, 38, 11, 53, 3, 
2022/8/16, 34, 16, 46, 4, 
2022/8/17, 42, 10, 32, 6, 
2022/8/18, 13, 10, 36, 4, 
2022/8/19, 17, 12, 47, 7, 
2022/8/20, 30, 10, 52, 7, 
2022/8/21, 25, 10, 43, 6, 
2022/8/22, 25, 13, 43, 6, 
2022/8/23, 30, 14, 44, 6, 
2022/8/24, 34, 23, 49, 7, 
2022/8/25, 46, 26, 53, 9, 
2022/8/26, 55, 20, 37, 6, 
2022/8/27, 42, 16, 44, 4, 
2022/8/28, 42, 25, 45, 5, 
2022/8/29, 50, 19, 45, 6, 
2022/8/30, 42, 11, 43, 5, 
2022/8/31, 25, 12, 37, 5, 
2022/9/1, 25, 16, 39, 6, 
2022/9/2, 25, 17, 36, 6, 
2022/9/3, 38, 15, 42, 5, 
2022/9/4, 38, 20, 43, 5, 
2022/9/5, 38, , 46, 5, 
2022/9/6, 46, , 44, 5, 
2022/9/9, 30, 10, 40, 5, 
2022/9/10, 21, 10, 41, 6, 
2022/9/11, 25, 13, 46, 6, 
2022/9/12, 30, 20, 50, 6, 
2022/9/13, 38, 25, 36, 10, 
2022/9/14, 50, 23, 25, 8, 
2022/9/15, 34, 20, 37, 6, 
2022/9/16, 30, 6, 26, 6, 
2022/9/17, 13, 9, 29, 8, 
2022/9/18, 21, 14, 34, 10, 
2022/9/19, 34, 16, 33, 7, 
2022/9/20, 30, 10, 32, 5, 
2022/9/21, 21, 14, 35, 8, 
2022/9/22, 30, 16, 34, 12, 
2022/9/23, 38, 14, 28, 8, 
2022/9/24, 42, 14, 26, 4, 
2022/9/25, 46, 10, 34, 8, 
2022/9/26, 38, 11, 32, 8, 
2022/9/27, 30, 7, 25, 6, 
2022/9/28, 17, 10, 26, 6, 
2022/9/29, 25, 10, 18, 6, 
2022/9/30, 25, 16, 24, 5, 
2022/4/1, 38, 8, 37, 4, 
2022/4/2, 13, 15, 31, 5, 
2022/4/3, 42, 20, 36, 6, 
2022/4/4, 57, 28, 44, 10, 
2022/4/5, 76, 17, 46, 6, 
2022/4/6, 55, 17, 44, 7, 
2022/4/7, 59, 8, 35, 6, 
2022/4/8, 17, 11, 37, 3, 
2022/4/9, 21, 10, 37, 6, 
2022/4/10, 25, 17, 41, 6, 
2022/4/11, 46, 27, 46, 6, 
2022/4/12, 55, 17, 46, 7, 
2022/4/13, 50, 19, 55, 9, 
2022/4/14, 53, 13, 49, 7, 
2022/4/15, 38, 15, 39, 8, 
2022/4/16, 50, 13, 41, 5, 
2022/4/17, 34, 12, 41, 6, 
2022/4/18, 34, 14, 44, 7, 
2022/4/19, 42, 10, 41, 5, 
2022/4/20, 25, 5, 39, 6, 
2022/4/21, 21, 4, 34, 5, 
2022/4/23, 25, 3, 34, 5, 
2022/4/24, 13, 10, 37, 6, 
2022/4/25, 30, 14, 32, 5, 
2022/4/26, 38, 12, 37, 6, 
2022/4/27, 34, 12, 42, 7, 
2022/4/28, 38, 17, 45, 7, 
2022/4/29, 46, 18, 46, 8, 
2022/4/30, 53, 15, 35, 5, 
2022/5/1, 50, 10, 39, 6, 
2022/5/2, 46, 18, 39, 7, 
2022/5/3, 46, 17, 37, 5, 
2022/5/4, 50, 22, 33, 5, 
2022/5/5, 63, 10, 38, 3, 
2022/5/6, 30, 12, 32, 4, 
2022/5/7, 46, 17, 36, 5, 
2022/5/8, 50, 20, 43, 10, 
2022/5/9, 53, 24, 41, 7, 
2022/5/10, 59, 26, 45, 9, 
2022/5/11, 57, 16, 45, 5, 
2022/5/12, 38, 19, 41, 7, 
2022/5/13, 42, 21, 54, 5, 
2022/5/14, 50, 19, 50, 6, 
2022/5/15, 55, 25, 50, 5, 
2022/5/16, 59, 21, 47, 5, 
2022/5/17, 53, 20, 40, 3, 
2022/5/18, 42, 20, 47, 3, 
2022/5/19, 34, 23, 59, 4, 
2022/5/20, 42, 27, 50, 4, 
2022/5/21, 50, 23, 57, 4, 
2022/5/22, 53, 22, 47, 4, 
2022/5/23, 53, 22, 45, 4, 
2022/5/24, 50, 24, 41, 5, 
2022/5/25, 50, 33, 40, 5, 
2022/5/26, 57, 32, 47, 5, 
2022/5/27, 57, 21, 39, 4, 
2022/5/28, 38, 8, 30, 4, 
2022/5/29, 13, 8, 30, 5, 
2022/5/30, 17, 17, 35, 6, 
2022/5/31, 38, 21, 43, 9, 
2022/6/1, 53, 29, 53, 9, 
2022/6/2, 63, 28, 33, 14, 
2022/6/3, 61, 30, 41, 9, 
2022/6/4, 59, 32, 43, 7, 
2022/6/5, 59, 20, 49, 5, 
2022/6/6, 46, 16, 37, 5, 
2022/6/7, 30, 12, 39, 7, 
2022/6/8, 25, 11, 36, 6, 
2022/6/9, 17, 13, 39, 7, 
2022/6/10, 25, 17, 46, 9, 
2022/6/11, 42, 15, 50, 9, 
2022/6/12, 50, 17, 60, 7, 
2022/6/13, 53, 16, 46, 6, 
2022/6/14, 42, 20, 53, 6, 
2022/6/15, 42, 27, 74, 6, 
2022/6/16, 59, 21, 67, 5, 
2022/6/17, 57, 19, 53, 6, 
2022/6/18, 53, 17, 53, 8, 
2022/6/19, 46, 21, 58, 6, 
2022/6/20, 46, 26, 58, 11, 
2022/6/21, 57, 26, 41, 15, 
2022/6/22, 57, 42, 45, 11, 
2022/6/23, 63, 28, 41, 7, 
2022/6/24, 46, 19, 46, 6, 
2022/6/25, 42, 20, 44, 6, 
2022/6/26, 46, 29, 40, 6, 
2022/6/27, 42, 31, 32, 9, 
2022/6/28, 53, 21, 46, 6, 
2022/6/29, 42, 29, 61, 11, 
2022/6/30, 57, 25, , , 
2022/1/3, 55, 27, 4, 15, 
2022/1/4, 55, 25, 6, 17, 
2022/1/5, 68, 8, 25, 11, 
2022/1/6, 34, 17, 16, 11, 
2022/1/7, 63, 35, 7, 14, 
2022/1/8, 95, 46, 4, 14, 
2022/1/9, 124, 49, 3, 18, 
2022/1/10, 134, 49, 3, 19, 
2022/1/11, 127, , 9, 18, 
2022/1/13, 124, 41, 10, 25, 
2022/1/14, 107, 44, 7, 23, 
2022/1/15, 127, 53, 9, 21, 
2022/1/16, 153, 39, 12, 21, 
2022/1/17, 104, 48, 7, 17, 
2022/1/18, 119, 44, 3, 17, 
2022/1/19, 93, 43, 4, 17, 
2022/1/20, 89, 43, 7, 16, 
2022/1/21, 99, 40, 15, 17, 
2022/1/22, 99, 55, 9, 14, 
2022/1/23, 107, 38, 6, 11, 
2022/1/24, 76, 39, 16, 11, 
2022/1/25, 80, 54, 15, 11, 
2022/1/26, 122, 37, 10, 8, 
2022/1/27, 80, 26, 8, 15, 
2022/1/28, 61, 27, 4, 16, 
2022/1/29, 80, 40, 13, 16, 
2022/1/30, 122, 49, 13, 16, 
2022/1/31, 129, 8, 19, 17, 
2022/2/1, 17, 30, 15, 12, 
2022/2/2, 78, 29, 19, 13, 
2022/2/3, 76, 30, 12, 14, 
2022/2/4, 74, 51, 11, 15, 
2022/2/5, 127, 39, 9, 10, 
2022/2/6, 91, 30, , 11, 
2022/2/7, 70, 30, , 24, 
2022/2/8, 72, 46, 16, 19, 
2022/2/9, 99, 50, 19, 22, 
2022/2/10, 117, 52, , 15, 
2022/2/11, 129, 23, 27, 11, 
2022/2/12, 72, 25, 25, 10, 
2022/2/13, 76, 24, 19, 14, 
2022/2/14, 80, 30, 14, 15, 
2022/2/15, 93, 28, 18, 17, 
2022/2/16, 87, 31, 15, 17, 
2022/2/17, 65, 52, 20, 21, 
2022/2/18, 129, 66, 5, 23, 
2022/2/19, 162, 58, 20, 11, 
2022/2/20, 152, 32, 22, 11, 
2022/2/21, 78, 11, 26, 11, 
2022/2/22, 34, 21, 24, 9, 
2022/2/23, 63, 37, 20, 18, 
2022/2/24, 95, 43, 28, 20, 
2022/2/25, 107, 9, 30, 4, 
2022/2/26, 21, 15, 31, 7, 
2022/2/27, 50, , 29, 11, 
2022/2/28, 70, 18, 30, 14, 
2022/3/1, 57, 29, 29, 11, 
2022/3/2, 82, 41, 34, 16, 
2022/3/3, 102, 35, 37, 10, 
2022/3/4, 97, 20, 35, 6, 
2022/3/5, 46, 23, 33, 7, 
2022/3/6, 68, 31, 29, 12, 
2022/3/7, 80, 32, 32, 11, 
2022/3/8, 74, 38, 31, 14, 
2022/3/9, 93, 52, 35, 18, 
2022/3/10, 127, 24, 36, 5, 
2022/3/11, 57, 24, 37, 7, 
2022/3/12, 65, 27, 39, 8, 
2022/3/13, 61, 26, , 5, 
2022/3/14, 72, 40, 38, 8, 
2022/3/15, 87, 49, 30, 11, 
2022/3/16, 122, 49, 28, 12, 
2022/3/17, 122, 30, 36, 6, 
2022/3/18, 74, 28, 40, 9, 
2022/3/19, 68, 34, 44, 7, 
2022/3/20, 85, 36, 41, 10, 
2022/3/21, 80, 37, 45, 11, 
2022/3/22, 87, 46, 45, 16, 
2022/3/23, 97, 41, 46, 12, 
2022/3/24, 91, 51, 31, 15, 
2022/3/25, 109, 50, 55, 15, 
2022/3/26, 109, 43, 50, 9, 
2022/3/27, 107, 46, 48, 14, 
2022/3/28, 112, 27, 44, 5, 
2022/3/29, 72, 27, 29, 6, 
2022/3/30, 65, 17, 26, 11, 
2022/3/31, 53, 10, 28, 9, 
2021/10/1, 21, 15, 34, 6, 
2021/10/2, 38, 15, 35, 4, 
2021/10/3, 38, 12, 27, 3, 
2021/10/4, 34, 10, 25, 7, 
2021/10/5, 21, 7, 23, 6, 
2021/10/6, 13, 8, 19, 6, 
2021/10/7, 13, 12, 22, 8, 
2021/10/8, 21, 20, 32, 3, 
2021/10/9, 38, 22, 32, 4, 
2021/10/10, 50, 25, 26, 7, 
2021/10/11, 59, 20, 25, 8, 
2021/10/12, 55, 24, 27, 11, 
2021/10/13, 61, 22, 25, 8, 
2021/10/14, 42, 36, 24, 14, 
2021/10/15, 74, 29, 24, 17, 
2021/10/16, 68, 28, 27, 10, 
2021/10/17, 65, , 25, 12, 
2021/10/18, 85, 55, 23, 12, 
2021/10/19, 102, , 28, 16, 
2021/10/20, 95, , 16, 10, 
2021/10/21, 91, , 9, 15, 
2021/10/22, 93, 32, 25, 9, 
2021/10/23, 74, 15, 26, 4, 
2021/10/24, 21, 30, 24, 8, 
2021/10/25, 53, 42, 19, 12, 
2021/10/26, 78, 48, 18, 16, 
2021/10/27, 91, 41, 23, 17, 
2021/10/28, 87, , 23, 13, 
2021/10/29, 104, , 26, 10, 
2021/10/30, 102, , 17, 11, 
2021/10/31, 142, , 21, 6, 
2021/11/1, 70, , 16, 9, 
2021/11/2, 42, 16, 11, 11, 
2021/11/3, 42, 10, 22, 11, 
2021/11/4, 25, 25, 9, 13, 
2021/11/5, 70, 17, 22, 10, 
2021/11/6, 50, 22, 12, 11, 
2021/11/7, 63, 20, 18, 12, 
2021/11/8, 65, 14, 17, 11, 
2021/11/9, 34, 26, 5, 14, 
2021/11/10, 72, 35, 4, 14, 
2021/11/11, 87, 38, 3, 23, 
2021/11/12, 91, 39, 3, 16, 
2021/11/13, 78, 22, 16, 16, 
2021/11/14, 59, 18, 16, 7, 
2021/11/15, 59, 24, 17, 8, 
2021/11/16, 74, 35, 12, 13, 
2021/11/17, 85, 37, 4, 15, 
2021/11/18, 82, 33, 13, 8, 
2021/11/19, 72, 25, 10, 8, 
2021/11/20, 65, 11, 9, 8, 
2021/11/21, 34, 28, 9, 12, 
2021/11/22, 72, 12, 18, 13, 
2021/11/23, 17, 20, 13, 13, 
2021/11/24, 61, 17, 9, 17, 
2021/11/25, 61, 13, 14, 14, 
2021/11/26, 55, 15, 15, 11, 
2021/11/27, 57, 7, 15, 6, 
2021/11/29, 59, 17, 15, 16, 
2021/11/30, 50, 29, 9, 20, 
2021/12/1, 74, 32, 4, 16, 
2021/12/2, 89, 17, 12, 15, 
2021/12/3, 55, 25, 4, 17, 
2021/12/4, 76, 32, 8, 13, 
2021/12/5, 91, 46, 6, 22, 
2021/12/6, 122, 43, 7, 21, 
2021/12/7, 89, 18, 20, 20, 
2021/12/8, 63, 24, 15, 16, 
2021/12/9, 76, 22, 8, 22, 
2021/12/10, 72, 27, 11, 22, 
2021/12/11, 78, 30, 13, 19, 
2021/12/12, 68, 41, 5, 21, 
2021/12/13, 107, 52, 3, 25, 
2021/12/14, 151, 51, 3, 23, 
2021/12/15, 127, 47, 3, 22, 
2021/12/16, 95, 50, 3, 24, 
2021/12/17, 89, 33, 3, 22, 
2021/12/18, 70, 33, 3, 20, 
2021/12/19, 70, 32, 3, 22, 
2021/12/20, 82, 27, 3, 17, 
2021/12/21, 76, 27, 5, 17, 
2021/12/22, 74, 29, 3, 16, 
2021/12/23, 74, 45, 3, 18, 
2021/12/24, 122, 47, 3, 14, 
2021/12/25, 132, 40, 4, 16, 
2021/12/26, 95, 40, 5, 14, 
2021/12/27, 97, 40, 3, 16, 
2021/12/28, 104, 34, 3, 16, 
2021/12/29, 82, 26, 4, 14, 
2021/12/30, 55, , , , 
2021/7/1, 38, 12, 51, 5, 
2021/7/2, 25, , 55, 6, 
2021/7/6, 30, 15, 48, 9, 
2021/7/7, 42, 18, 39, 5, 
2021/7/8, 46, 11, 42, 10, 
2021/7/9, 30, 17, 61, 10, 
2021/7/10, 42, 16, 57, 7, 
2021/7/11, 42, 17, 53, 7, 
2021/7/12, 46, 16, 36, 4, 
2021/7/13, 38, 18, 33, 6, 
2021/7/14, 25, 19, 39, 8, 
2021/7/15, 38, 16, 37, 9, 
2021/7/16, 42, 21, 27, 8, 
2021/7/17, 59, 14, 45, 9, 
2021/7/18, 46, , 45, 8, 
2021/7/19, 46, , 52, 7, 
2021/7/20, 53, 16, 47, 6, 
2021/7/23, 38, 19, 55, 3, 
2021/7/24, 50, 17, 45, 3, 
2021/7/25, 46, 24, 44, 5, 
2021/7/26, 57, 21, 37, 7, 
2021/7/27, 42, 20, 45, 6, 
2021/7/28, 42, 20, 56, 8, 
2021/7/29, 53, 25, 56, 8, 
2021/7/30, 53, 19, 55, 8, 
2021/7/31, 50, 14, 37, 5, 
2021/8/1, 30, 12, 35, 5, 
2021/8/2, 30, 15, 43, 8, 
2021/8/3, 34, 20, 36, 7, 
2021/8/4, 38, 12, 39, 5, 
2021/8/5, 30, 13, 45, 6, 
2021/8/6, 21, 21, 41, 4, 
2021/8/7, 34, 15, 37, 4, 
2021/8/8, 30, 17, 45, 6, 
2021/8/9, 42, 22, 55, 8, 
2021/8/10, 46, 30, 77, 11, 
2021/8/11, 57, 22, 57, 6, 
2021/8/12, 55, 24, 56, 9, 
2021/8/13, 55, 24, 73, 10, 
2021/8/14, 57, 21, 63, 5, 
2021/8/15, 57, 30, 48, 5, 
2021/8/16, 59, 11, 40, 5, 
2021/8/17, 17, 10, 39, 4, 
2021/8/18, 17, 14, 43, 5, 
2021/8/19, 30, 13, 46, 5, 
2021/8/20, 34, 17, 54, 5, 
2021/8/24, 17, 8, 35, 6, 
2021/8/25, 17, 12, 49, 7, 
2021/8/26, 38, 7, 33, 5, 
2021/8/27, 13, 7, 35, 6, 
2021/8/28, 17, 6, 37, 4, 
2021/8/29, 17, 11, 38, 4, 
2021/8/30, 25, 14, 35, 5, 
2021/8/31, 42, 14, 43, 5, 
2021/9/1, 42, 15, 40, 6, 
2021/9/2, 42, 15, 43, 9, 
2021/9/3, 34, 20, 39, 6, 
2021/9/4, 42, 18, 44, 5, 
2021/9/5, 50, 24, 46, 8, 
2021/9/6, 53, 27, 49, 11, 
2021/9/7, 57, 27, 48, 6, 
2021/9/8, 59, 23, 51, 9, 
2021/9/9, 57, 25, 59, 6, 
2021/9/10, 59, 27, 53, 6, 
2021/9/11, 61, 26, 57, 6, 
2021/9/12, 57, 44, 50, 9, 
2021/9/13, 70, 45, 55, 9, 
2021/9/14, 68, , 41, 11, 
2021/9/15, 68, 30, 25, 9, 
2021/9/16, 42, 21, 36, 10, 
2021/9/17, 50, 17, 35, 5, 
2021/9/18, 30, 12, 26, 4, 
2021/9/19, 30, 13, 35, 6, 
2021/9/20, 21, 14, 34, 6, 
2021/9/21, 30, 17, 35, 7, 
2021/9/22, 34, 18, 35, 8, 
2021/9/23, 34, 25, 44, 11, 
2021/9/24, 53, 19, 45, 4, 
2021/9/25, 38, 20, 27, 3, 
2021/9/26, 53, 27, 22, 11, 
2021/9/27, 61, 25, 37, 10, 
2021/9/28, 65, 30, 34, 9, 
2021/9/29, 63, 17, 30, 7, 
2021/9/30, 30, 11, 33, 6, 
2021/4/1, 80, 23, 41, 7, 
2021/4/2, 55, 20, 31, 4, 
2021/4/3, 53, 10, 33, 3, 
2021/4/4, 25, 10, 34, 12, 
2021/4/5, 30, 12, 28, 4, 
2021/4/6, 25, 18, 29, 10, 
2021/4/7, 50, 18, 36, 8, 
2021/4/8, 46, 24, 36, 8, 
2021/4/9, 57, 18, , 7, 
2021/4/10, 38, 8, , 3, 
2021/4/11, 30, 4, , 6, 
2021/4/12, 21, 3, 27, 3, 
2021/4/13, 13, 9, 34, 6, 
2021/4/14, 30, 12, 34, 7, 
2021/4/15, 38, 18, 38, 6, 
2021/4/16, 55, 17, 39, 7, 
2021/4/17, 57, 15, 35, 6, 
2021/4/18, 55, 18, 34, 7, 
2021/4/19, 63, 17, 41, 9, 
2021/4/20, 59, 19, 39, 8, 
2021/4/21, 55, 20, 43, 4, 
2021/4/22, 59, 16, 43, 5, 
2021/4/23, 50, 17, 45, 5, 
2021/4/24, 53, 16, 49, 6, 
2021/4/25, 50, 18, 35, 3, 
2021/4/26, 53, 13, 32, 4, 
2021/4/27, 50, 12, 33, 5, 
2021/4/28, 53, 16, 27, 3, 
2021/4/29, 53, 10, 30, 4, 
2021/4/30, 21, 17, 32, 3, 
2021/5/1, 46, 14, 33, 4, 
2021/5/2, 25, 10, 38, 4, 
2021/5/3, 17, 11, 40, 4, 
2021/5/4, 30, 14, 36, 5, 
2021/5/5, 34, 10, 33, 4, 
2021/5/6, 21, 12, 31, 4, 
2021/5/7, 34, 10, 36, 4, 
2021/5/8, 21, 10, 42, 3, 
2021/5/9, 30, 12, 42, 3, 
2021/5/10, 34, 9, 36, 5, 
2021/5/11, 25, 4, 30, 5, 
2021/5/12, 13, 7, 34, 4, 
2021/5/13, 13, 10, 29, 4, 
2021/5/14, 17, 9, 35, 5, 
2021/5/15, 30, 11, 28, 5, 
2021/5/16, 34, 13, 36, 5, 
2021/5/17, 34, 11, 37, 4, 
2021/5/18, 30, 8, 37, 3, 
2021/5/19, 21, 10, 39, 4, 
2021/5/20, 34, 10, 44, 5, 
2021/5/21, 34, 9, 37, 3, 
2021/5/22, 25, 10, 37, 3, 
2021/5/23, 34, 7, 28, 3, 
2021/5/24, 17, 11, 35, 4, 
2021/5/25, 25, 12, 41, 4, 
2021/5/26, 25, 18, 47, 7, 
2021/5/27, 46, 8, 45, 4, 
2021/5/28, 17, 7, 44, 5, 
2021/5/29, 25, 9, 40, 3, 
2021/5/30, 21, 10, 42, 3, 
2021/5/31, 21, 11, 46, 4, 
2021/6/1, 34, 10, 47, 3, 
2021/6/2, 42, 19, 51, 4, 
2021/6/3, 53, 21, 59, 4, 
2021/6/4, 53, 18, 40, 3, 
2021/6/5, 46, 11, 38, 3, 
2021/6/6, 25, 12, 35, 3, 
2021/6/7, 30, 21, 34, 6, 
2021/6/8, 57, 22, 48, 14, 
2021/6/9, 55, 20, 50, 11, 
2021/6/10, 57, 27, 41, 10, 
2021/6/11, 65, 20, 49, , 
2021/6/12, 53, 21, 68, , 
2021/6/13, 57, 16, 42, , 
2021/6/14, 42, 14, 46, 5, 
2021/6/15, 38, 20, 57, 6, 
2021/6/16, 50, 18, 57, 5, 
2021/6/17, 50, 18, 53, 6, 
2021/6/18, 46, 21, 48, 8, 
2021/6/19, 55, 40, 42, 10, 
2021/6/20, 61, 43, 48, 8, 
2021/6/21, 63, 28, 41, 6, 
2021/6/22, 46, 27, 47, 8, 
2021/6/23, 46, 21, 52, 8, 
2021/6/24, 46, 18, 45, 7, 
2021/6/25, 34, 17, 51, 8, 
2021/6/26, 38, 17, 57, 6, 
2021/6/27, 42, 19, 55, 9, 
2021/6/28, 42, 20, 49, 6, 
2021/6/29, 46, 15, 40, 7, 
2021/6/30, 30, 19, 56, 8, 
2021/1/4, 65, 17, 20, 14, 
2021/1/5, 59, 15, 18, 7, 
2021/1/6, 55, 29, 8, 12, 
2021/1/7, 78, 29, 10, 18, 
2021/1/8, 76, 36, 6, 16, 
2021/1/9, 99, 14, 20, 7, 
2021/1/10, 53, 39, 8, 20, 
2021/1/11, 97, 35, 10, 21, 
2021/1/12, 99, 49, 7, 23, 
2021/1/13, 129, 53, 10, 20, 
2021/1/14, 151, 20, 11, 20, 
2021/1/15, 63, 32, 14, 23, 
2021/1/16, 91, 52, 9, 18, 
2021/1/17, 144, 61, 7, 19, 
2021/1/18, 155, 49, 3, 19, 
2021/1/19, 76, 54, 3, 19, 
2021/1/20, 137, , 3, 16, 
2021/1/22, 99, 4, 16, 19, 
2021/1/23, 17, 19, 13, 13, 
2021/1/24, 61, 21, 13, 18, 
2021/1/25, 74, 22, 16, 23, 
2021/1/26, 61, 27, 9, 22, 
2021/1/27, 70, 37, 9, 22, 
2021/1/28, 97, 50, 7, 23, 
2021/1/29, 132, 53, 5, 25, 
2021/1/30, 152, 20, 12, 10, 
2021/1/31, 76, 17, 13, 16, 
2021/2/1, 61, 30, 6, 15, 
2021/2/2, 63, 43, 5, 20, 
2021/2/3, 95, 37, 3, 18, 
2021/2/4, 89, 43, 9, 16, 
2021/2/5, 104, 37, 9, 11, 
2021/2/6, 80, 28, 15, 8, 
2021/2/7, 68, 7, 19, 8, 
2021/2/8, 21, 18, 15, 11, 
2021/2/9, 61, 14, 15, 13, 
2021/2/10, 53, 20, 17, 12, 
2021/2/11, 57, 19, , 6, 
2021/2/12, 55, 21, , 6, 
2021/2/13, 53, 34, , 12, 
2021/2/14, 87, 30, , 19, 
2021/2/15, 82, 36, 20, 25, 
2021/2/16, 97, 53, 13, 17, 
2021/2/17, 151, 57, 24, 11, 
2021/2/18, 153, 62, 12, 19, 
2021/2/19, 149, 51, 21, 8, 
2021/2/20, 144, 34, 27, 6, 
2021/2/21, 76, 27, 27, 12, 
2021/2/22, 68, 52, 10, 20, 
2021/2/23, 112, 57, 17, 21, 
2021/2/24, 119, 62, 18, 21, 
